,Título,Nota_Avaliação,Nome_Comentario,Comentários,Data_Comentario,Marca,Produto,Link,Palavra_Chave
1712,Resistente!,5,Rosane,"Para cães médios e grandes, perfeito!", 21/04/2022 18:02,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1713,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1714,Muito boa,5,Leusa,Minhas cachorrinhas amou esse brinquedo e ele faz barulho., 16/04/2022 14:37,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1715,Beringela da discórdia,5,Joana,"Pretinha adorou mastigar a beringela , assim como , os demais cachorros que frequentaram a minha residência. Imaginem a confusão! Pareciam brigar como cachorros de ""fateira"" . Tivemos que esconder para evitar um assassinato. E ainda assim, eles descobrem o local onde a beringela está escondida . Acho que tem algo nela que vicia.", 22/02/2022 17:18,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1716,Lindo e ótimo,5,Caroline,"É um brinquedo que minha pet ama morder a parte verde de cima, além de gostar de dormir em cima da parte rocha", 11/01/2022 17:42,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1717,Muito bom,5,Gisele,Comprei dois para minhas cachorras há mais de um mês e eles continuam inteiros. E já perdi a conta de quantos brinquedos elas já estragaram., 22/12/2021 13:53,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1718,Boa qualidade,5,Ana,Parece forte e resistente, 12/12/2021 07:57,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1719,Resistente,5,samara,Meu pet amou enquanto durou (ele consegue destruir tudo). O brinquedo é bem resistente e ele amou!, 25/11/2021 02:47,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1720,Excelente brinquedo,5,Sabrina,"Meu cachorro amou, ele é um golden retribuir, não larga esse brinquedo!! Recomendo", 20/07/2023 17:36,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1721,Rasga fácil,1,Carlos,"É menor do que eu pensava, só tem 1 apito, e nos primeiros 5 minutos que minha cachorra brincou, já se rasgou.. se servir, é apenas pra cachorros de pequeno porte.", 16/11/2021 17:02,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1722,Resistente e bom tamanho,5,cintia,"Meu cão é porte médio (25kg) e adorou o brinquedo Tem um tamanho bom, é resistente e o barulho não é irritante", 28/08/2021 08:30,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1723,Lindo mais frágil para um cachorro de grande porte,3,Ana,Só vale a pena para um pet de pequeno porte., 01/07/2021 15:47,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1724,Minha cachorrinha amou!,5,Luciana,Super macio e barulho não irritante, 19/11/2020 18:50,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1725,Bom para cachorro porte G,4,Thábata,"O brinquedo é ótimo, mas muito grande para porte P e M", 27/11/2023 15:20,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1726,Boa proposta.,5,Maria,Resistente.Aguenta morderura - raça American Bully ., 02/09/2023 12:06,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1727,Brinquedo muito bom,5,Rafaella,"Meu cachorro ama esse brinquedo. No começo ele não entendeu bem como funcionava, depois se tornou o brinquedo preferido.", 25/11/2022 23:17,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1728,Brinquedo excelente,5,Marilene,"Tenho um Golden Retriever de 1 ano e 3 meses que amou. Muito bom para mordidas, ele gostou muito de escutar o barulho e fica balançando e mordendo o tempo todo. O tamanho é bom comprei o G.", 03/03/2022 15:52,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1729,Ótimo!,5,Daniela,"Adorei. Ótima qualidade. 2 staffbulls usaram juntos, o que é um teste de qualidade e tanto.", 14/02/2022 18:53,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1730,Ótimo catnip,5,Juliana,Muito bom, 24/02/2025 17:48,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1731,Muito bom,5,Bianca,Os gatos jogam bastante pela casa, 06/09/2024 06:27,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1732,bom,4,Nicoly,"Meus gatos gostaram, mas enjoaram rápido.", 05/09/2024 21:17,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1733,Resistente!,5,Lohayne,"Meu cachorro ama esse mordedor. Ele é de porte médio para grande, e está inteiro faz meses. Comprei todos da coleção (berinjela e cenoura) de tanto que gostou.", 11/02/2022 18:18,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1734,Minha Luna amou,5,Natalia,"Ele é um ótimo brinquedo, minha cachorrinha adorou", 20/01/2022 11:13,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1735,Resistente e interativo,5,Vinicio,"Ótimo brinquedo para cachorros de grande porte, pois é resistente e possui um formato bem chamativo e som para ele brincar. **Obs: Tenho um Golden Terriever e ele não consegue destruir ou tirar pedaços!!", 24/11/2021 11:59,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1736,"Grande, dura, e com apito",5,Ana,"Peguei a G dessa bola por achar que seria um pouco menor mas é grande, o meu cachorro não conseguiu abocanhar, tem o tamanho de um palmo meu. Ela tem apito, quica no chão e tem a corda também p segurar. Eu gostei bastante.", 04/07/2023 11:47,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1737,O cachorro amou. O barulho me perturba um pouco.,4,Guilherme,"Meu cachorro adorou, mas achei que ficou um pouco grande pro tamanho da boca dele. Comprei o tamanho G e ele é uma mistura de pastor alemão com border collie. A bola parece ser muito resistente, difícil apertá-la com uma mão só para fazer o barulho.", 07/06/2022 18:42,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1738,Adorei o produto,5,Juliana,Muito bom, 24/02/2025 17:43,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1739,Pesado,2,Maria,Não indico para filhotes, 22/02/2025 11:00,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1740,Ótimo,5,Ivny,"Lindo demais, fora que parece mega resistente, tem um elástico entre a bolinha e a fita que acaba amortecendo o puxão do cachorrinho, a bolinha é mais dura que as que compro geralmente e tem um apito bem legal", 29/07/2023 20:21,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1741,Maravilhoso,5,ROBERTA,Minha menina adorou brincar na água com ele. Super resistente. ótimo para brincar, 11/04/2022 21:13,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1742,Resistente,5,Vítor,"Minha cachorrinha de porte médio é uma destruidora mediana, e ela adorou esse brinquedo, brincou por vários meses, roendo. Ele foi se desgastando aos poucos, até ficar pequenininho, e não soltou pedaços.", 14/02/2022 10:59,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1743,"resistente, mas não atraiu meu cachorro",3,Cintia,"é firme, bom, mas meu cachorro não se empolgou. ele tinha um parafuso da mesma marca, que amava. o pulgão não funcionou.", 02/09/2021 10:03,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1744,Excelente,5,Kaíque,Material bem resistente e não oferece risco algum ao pet., 03/10/2020 02:53,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1745,Muito bom,5,Bárbara,"O brinquedo é bem resistente, duro, porém o meu American Bully tem a mordida muito forte. No mesmo dia o brinquedo já ficou marcado, agora uns dias depois já está soltando uns pedaços, porém são pequenos. Pelos outros brinquedos que comprei pra ele e duraram o total de zero dias, este está sendo excelente, ainda vai durar bastante tempo", 09/06/2020 18:07,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1746,Otimo,5,THAIS,Excelente tão como todos os produtos da marca, 22/05/2020 18:54,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1747,Otimo,5,THAIS,Excelente tão como todos os produtos da marca, 22/05/2020 18:54,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1748,Ótimo,5,Maria,"Super resistente para cães de grande porte, e muito atrativo para o hábito de roer.", 23/12/2019 11:11,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1749,Ótimo,5,Helena,Dura que é uma maravilha!, 16/12/2019 17:07,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1750,Perfeito,5,Rafael,Muito bom, 09/12/2019 17:28,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1751,Atrativo,5,Ana,"Minha cachorrinha amou esse brinquedo , não para de roer , parece bem resistente , vamos ver quando tempo vai durar com ela", 28/11/2019 11:44,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1752,Resistente,5,Thaylise,"Maya adorou o brinquedo, ele e super resistente.", 09/04/2019 16:34,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1753,Pulguinha,5,Lorraine,Minha pet tenta brincar com ele e desiste fácil. Não sei o motivo Mas ela sempre tenta... então acho que ela gosta, 22/03/2022 15:52,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1754,Ótimo produto,5,Liz,Meu cachorro amou é super resistente., 20/01/2021 12:11,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1755,Ótimo,5,Ana,"Minha cachorrinha amou , está durando vários meses uma vez que ao roer solta pequenos pedaços de plástico , que tbm não tem perigo dela engolir", 01/04/2020 09:22,kong,Brinquedo Kong Wild Low Stuff Raposa,https://www.petlove.com.br/brinquedo-kong-wild-low-stuff-raposa/p?sku=31027543759,Mordedor natural
1756,Muito bom!!,5,Gabrianne,"Minha cachorra adorou! A madeira é macia e as farpas que soltam são macias também, não machucam nem cravam em nada. Fiquei receosa achando que seria só uma madeira cara, mas me surpreendi, valeu cada centavo. Minha cachorra ama, passa o dia mastigando. Husky siberiano.", 26/11/2024 19:31,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1757,Perigoso,1,Estefani,"Eu ofereço madeira de café para minha cachorra, mas essa marca solta lascas pontudas. Suspendi o uso dessa marca", 05/10/2024 09:24,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1758,Otimo brinquedo,5,Giliane,"Meu filhote amou o brinquedo, passa horas brincando e quando tiro ele chora, é um ótimo entretenimento principalmente quando ele fica sozinho, não soltou farpa.", 26/09/2024 17:30,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1759,Bom,3,Victória,Meu cachorro não ligou muito pra ele., 23/09/2024 16:47,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1760,Bom,5,Márcia,Minha cachorra gostou, 14/09/2024 23:02,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1761,Bom,5,Márcia,Minha cachorra gostou, 14/09/2024 23:02,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1762,Meu cachorro é viciado,5,Mahara,"Todos os meses compro a mandeirinha pro meu cachorro. A P realmente é muito pequena, não vale a pena, costumo pegar a M ou G.", 16/07/2024 13:17,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1763,Parece falso,1,Laíse,"Todos os produtos que vi da WoodnPets vem com a logomarca na madeira, solta lascas sim e não parece nada atrativo, nada de cheiro de côco ao algo do tipo, parece literalmente um cabo de vassoura de madeira", 11/07/2024 20:29,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1764,Solta farpas,2,Gisele,Deve ter supervisao assim como todo brinquedo que solta pedaços, 12/06/2024 18:36,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1765,Realmente dura,5,mariana,"Ele é destruidor,mas tá demorando pra destruir.", 02/06/2024 12:04,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1766,Solta pedaços,3,Alvaro,"Minha spitz adorou o mordedor, mas ele solta pedaços. Por isso, melhor oferecer com supervisão e não por muito tempo.", 25/05/2024 14:57,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1767,Não era o que esperava,2,Fabiana,Vi comentários de que não soltava lasca. E em poucos minutos já soltou um pedaço pontiagudo. Achei estranho também não vir com a gravação da marca como nas imagens., 15/04/2024 20:08,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1768,Ótimo pauzinho,5,Anna,"Minha pitbull adorou, sempre levamos para os passeios, ela carrega e isso ajuda na concentração dela pra andar sem puxar, quando chegamos na pracinha, jogamos pra ela ir buscar e ela adora. Super indico!", 10/10/2023 11:48,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1769,bom mas não como mordedor,5,Luiz,"eu me surpreendi com esse graveto, ele tem um furo e cheira óleo de coco, bem gostoso, o furo é bom pra amarrar uma corda e jogar o graveto e puxar de volta, pra ensinar o comando buscar e trazer, pegar e soltar, etc, estou usando pra ensinar meu golden a nadar e o brinquedo flutua, como mordedor eu não acho 100% seguro pois solta lascas sim, tem que ser bem supervisionado", 21/09/2023 17:55,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1770,Amo,3,Fernanda,"Amo a madeirinha, mas para a minha cachorra (cocker) precisa ser maior", 13/06/2023 09:16,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1771,Muito atrativo,5,Fernanda,Kate ama ficar roendo antes do soninho, 13/06/2023 09:15,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
1772,MELHOR INVESTIMENTO,5,Marianne,"Tenho um labrador e ele come tudo o que vê pela frente, quando dei o brinquedo, ele simplesmente amou! Está carregando para tudo quanto é lado.", 27/05/2023 19:18,sunny-pet,Inibidor de Lambeduras Sunny Pet para Cães,https://www.petlove.com.br/inibidor-de-lambeduras-sunny-pet-para-caes/p?sku=31027529177,Mordedor natural
